"MSFD broad habitat type","Extent of habitat 1000 km2","X0.05","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X0.8","X0.9"
"Upper bathyal sediment",61.59,"   0.0","   0.0","   0.0","   0.0"," 0.0","<0.1","   0.3"," 2.5","  13.2","39.7"
"Offshore circalittoral mud",8.81,"   0.0","<0.1","   0.5","   4.1","10.3","  18.2","  29.2","41.3","  56.6","74.5"
"Offshore circalittoral sand",2.55,"   0.4","   2.5","   7.8","  14.1","21.8","  30.2","  39.7","50.6","  64.5","80.1"
"Circalittoral sand",3.48,"<0.1","   0.5","   3.0","   7.6","14.3","  22.3","  32.7","44.5","  56.6","75.4"
"Offshore circalittoral mixed sediment",1.1,"<0.1","<0.1","   0.8","   1.8"," 5.4","  12.0","  22.9","36.7","  50.7","66.7"
"Circalittoral mixed sediment",0.58,"   0.0","<0.1","   1.4","   3.5"," 5.3","  14.3","  25.7","39.5","  51.5","77.7"
"Offshore circalittoral rock and biogenic reef",4.31,"   0.0","   0.0","   0.0","   0.0"," 0.0","   0.0","   0.0"," 0.1","   6.8","36.4"
"Upper bathyal rock and biogenic reef",2.3,"   0.0","   0.0","   0.0","   0.0"," 0.0","   0.0","   0.0"," 0.0","   0.0","20.3"
"Infralittoral sand",0.27,"   0.0","   0.0","<0.1","   0.5"," 3.7","   9.8","  19.5","38.3","  53.1","74.5"
"Unknown",5.85,"   0.0","   0.0","   0.0","   0.0"," 0.0","   0.0","   0.0"," 0.0","<0.1"," 6.9"
"Upper bathyal sediment or Upper bathyal rock and biogenic reef",2.36,"   0.0","   0.0","   0.0","   0.0"," 0.0","   0.0","   0.0"," 0.0","   0.0"," 2.6"
"Circalittoral mud",0.37,"   0.0","   0.0","   0.0","   0.0"," 0.0","   0.0","<0.1"," 0.5","   2.2"," 8.6"
"Offshore circalittoral coarse sediment",0.1,"   0.0","   0.0","   0.0","   0.0"," 0.1","   1.1","   5.3","22.3","  38.2","71.5"
"Circalittoral coarse sediment",0.16,"   0.0","   0.0","   0.0","<0.1"," 0.4","   6.0","  12.2","22.4","  30.8","54.2"
"Circalittoral rock and biogenic reef",1.3,"   0.0","   0.0","   0.0","   0.0"," 0.0","   0.0","   0.0"," 0.0","   0.3"," 7.7"
"Infralittoral rock and biogenic reef",0.96,"   0.0","   0.0","   0.0","   0.0"," 0.0","   0.0","   0.0"," 0.0","<0.1"," 4.4"
"Infralittoral mud",0.2,"   0.0","   0.0","   0.0","   0.0"," 0.0","   0.0","   0.0"," 0.0","   1.4","15.2"
"Infralittoral mixed sediment",0.03,"   0.0","   0.0","   0.0","   0.0"," 0.0","   0.0","   0.9"," 2.1","   5.5","17.0"
"Infralittoral coarse sediment",0.05,"   0.0","   0.0","   0.0","   0.0"," 0.0","   0.0","   0.0"," 0.0","<0.1","15.0"
"Lower bathyal rock and biogenic reef",0,"   NaN","   NaN","   NaN","   NaN"," NaN","   NaN","   NaN"," NaN","   NaN"," NaN"
"Lower bathyal sediment or Lower bathyal rock and biogenic reef",0,"   NaN","   NaN","   NaN","   NaN"," NaN","   NaN","   NaN"," NaN","   NaN"," NaN"
