"Effort reduction as a percentage","Average PD impact","Average L1 impact","Percentage area unfished","Percentage of total value","Percentage of total weight"
0,NA,NA,0.01,100,100
5,NA,NA,16.61,94.76,95.24
10,NA,NA,25.1,89.65,90.43
15,NA,NA,32.76,85.03,85.26
20,NA,NA,39.4,80.26,80.16
30,NA,NA,50.64,71.31,68.81
40,NA,NA,61.19,62.63,58.87
60,NA,NA,78.34,45.31,40.21
80,NA,NA,91.22,24.2,19.57
99,NA,NA,99.82,1.35,1.14
