"MSFD broad habitat type","Extent of habitat 1000 km2","X0.05","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X0.8","X0.9"
"Offshore circalittoral sand",7.46,"<0.1","  0.3","  3.1","  8.4"," 16.3"," 25.5"," 37.0"," 50.1"," 64.8"," 82.8"
"Offshore circalittoral mud",5.18,"   0.2","  0.9","  5.6"," 14.5"," 27.6"," 39.9"," 50.3"," 64.2"," 76.3"," 91.4"
"Offshore circalittoral rock and biogenic reef",3.33,"   0.0","  0.0","  0.6","  5.0"," 12.2"," 20.2"," 31.6"," 47.8"," 65.3"," 80.9"
"Upper bathyal sediment",1.46,"   0.2","  0.5","  2.2","  7.2"," 16.5"," 25.8"," 38.3"," 54.7"," 67.3"," 83.0"
"Offshore circalittoral mixed sediment",0.73,"<0.1","  0.6","  4.0"," 11.8"," 22.1"," 35.7"," 49.5"," 59.4"," 71.3"," 89.0"
"Offshore circalittoral coarse sediment",1.23,"   0.0","  0.1","  1.9","  6.0"," 14.3"," 23.4"," 36.2"," 45.1"," 61.3"," 74.3"
"Circalittoral rock and biogenic reef",2.59,"   0.0","  0.0","  0.0","  0.0","  0.0","  6.4"," 11.0"," 18.6"," 24.9"," 54.2"
"Circalittoral sand",2.03,"   0.0","  0.0","  0.0","  0.0","  0.8","  6.3"," 10.4"," 15.2"," 21.1"," 47.5"
"Circalittoral mud",0.93,"   0.0","  0.0","  0.0","  0.0","  6.2"," 44.8"," 61.9"," 69.2"," 94.2"," 99.2"
"Upper bathyal rock and biogenic reef",0.09,"   0.0","  0.0","  2.7"," 12.7"," 20.4"," 29.8"," 45.6"," 62.4"," 71.4"," 87.8"
"Circalittoral mixed sediment",0.43,"   0.0","  0.0","  0.0","  1.1","  7.2","  9.4"," 27.1"," 41.3"," 45.7"," 51.3"
"Circalittoral coarse sediment",0.45,"   0.0","  0.0","  0.6","  6.1","  8.7"," 11.1"," 17.4"," 25.3"," 36.4"," 64.5"
"Infralittoral rock and biogenic reef",0.78,"   0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  2.0"," 22.2"," 33.5"," 53.7"
"Unknown",0.03,"   0.0","  0.0","  0.0","  0.6","  3.6"," 21.0","100.0","100.0","100.0","100.0"
"Infralittoral sand",0.44,"   0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 28.1"," 42.4"," 67.4"
"Infralittoral mixed sediment",0.12,"   0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  9.2"," 72.6"
"Infralittoral coarse sediment",0.04,"   0.0","  0.0","  0.0","  0.0","  0.0","  0.0"," 10.3"," 16.1"," 25.9"," 44.1"
"Lower bathyal sediment",0," 100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"Infralittoral mud",0.14,"   0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  0.0","  8.9"," 33.2"," 77.7"
"Upper bathyal sediment or Upper bathyal rock and biogenic reef",0,"  13.7","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
