"MSFD broad habitat type","Extent of habitat 1000 km2","X0.05","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X0.8","X0.9"
"Offshore circalittoral mud",5.46,"   0.1","1.5","7.8","  15.7","  24.7","34.8","45.4","57.3","69.7"," 83.8"
"Circalittoral mud",3.25,"   0.0","0.0","0.0","   0.1","   0.9"," 7.1","16.5","29.9","47.0"," 72.6"
"Circalittoral sand",2.98,"   0.0","0.0","0.0","<0.1","   0.3"," 0.9"," 3.3","10.1","22.0"," 50.5"
"Offshore circalittoral mixed sediment",0.43,"   0.2","0.5","4.3","   9.5","  14.2","23.3","37.4","49.9","68.6"," 86.6"
"Offshore circalittoral sand",0.38,"<0.1","0.2","0.7","   4.9","  12.4","20.8","31.2","45.6","63.6"," 83.6"
"Circalittoral mixed sediment",1.71,"   0.0","0.0","0.0","   0.0","<0.1"," 0.4"," 1.3"," 4.8","15.6"," 39.8"
"Infralittoral sand",4.74,"   0.0","0.0","0.0","   0.0","   0.0"," 0.0"," 0.0"," 0.0"," 3.0","  7.4"
"Offshore circalittoral coarse sediment",0.06,"   0.6","1.2","4.6","   9.5","  17.4","28.5","36.4","50.8","64.8"," 91.1"
"Circalittoral coarse sediment",0.63,"   0.0","0.0","0.0","   0.0","   0.0"," 0.2"," 1.4"," 6.0","14.0"," 43.9"
"Infralittoral coarse sediment",0.44,"   0.0","0.0","0.0","   0.0","   0.0"," 0.0"," 0.0"," 0.0"," 0.7","  5.1"
"Infralittoral mixed sediment",1.08,"   0.0","0.0","0.0","   0.0","   0.0"," 0.0"," 0.0"," 0.9"," 7.0"," 25.0"
"Infralittoral mud",0.5,"   0.0","0.0","0.0","   0.0","   0.0"," 0.0"," 0.0"," 0.2"," 2.2"," 15.5"
"Offshore circalittoral rock and biogenic reef",0.01,"<0.1","0.3","1.3","   5.6","   9.9","24.4","45.1","45.1","69.2","100.0"
"Circalittoral rock and biogenic reef",0.03,"   0.0","0.0","0.0","   0.6","   0.9"," 2.0"," 4.9","12.7","32.1"," 43.1"
"Infralittoral rock and biogenic reef",0.04,"   0.0","0.0","0.0","   0.0","   0.7"," 3.3"," 9.4","11.8","20.2"," 39.4"
"Unknown",0,"   0.2","0.2","2.4","   6.5","   6.5"," 6.5","42.7","42.7","68.7","100.0"
