"","DRB_MOL","OT_CRU","OT_DMF","OT_MIX","OT_SPF","SDN_DMF","SSC_DMF","TBB_CRU","TBB_DMF","TBB_MOL"
"Area swept (1000 km2)","0","0","34.46","0","0.74","0.83","<0.005","0","0","0"
"Landings (1000 tonnes)","0","0","14.91","0","1.18","0.06","<0.005","0","0","0"
"Value (10^6 euro)","0","0","10.96","0","0.3","0.1","<0.005","0","0","0"
"Landings (1000 tonnes)/Area swept (1000 km2)","NaN","NaN","0.43","NaN","1.59","0.07","<0.005","NaN","NaN","NaN"
"Value (10^6 euro)/Area swept (1000 km2)","NaN","NaN","0.32","NaN","0.41","0.12","<0.005","NaN","NaN","NaN"
