"MSFD broad habitat type","Extent of habitat 1000 km2","X0.05","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X0.8","X0.9"
"Offshore circalittoral mixed sediment",15.21,"0.0","0.0","0.0","0.0","   0.0","   0.0","   0.0","   0.4","   5.8","32.7"
"Offshore circalittoral mud",8.52,"0.0","0.0","0.0","0.0","   0.0","   0.0","   0.0","   5.0","  17.1","40.7"
"Circalittoral sand",11.65,"0.0","0.0","0.0","0.0","   0.0","<0.1","   0.4","   1.4","   5.3","15.3"
"Offshore circalittoral mud or Offshore circalittoral sand",31.52,"0.0","0.0","0.0","0.0","   0.0","   0.0","   0.1","   0.1","   0.1","24.6"
"Circalittoral mud",8.89,"0.0","0.0","0.0","0.0","   0.0","   0.0","   0.0","   0.0","   2.7","29.4"
"Circalittoral mud or Circalittoral sand",16.3,"0.0","0.0","0.0","0.0","<0.1","<0.1","<0.1","<0.1","   4.8","15.7"
"Offshore circalittoral sand",0.7,"0.0","0.0","0.0","0.0","   0.0","<0.1","   2.0","  16.1","  45.0","66.5"
"Circalittoral mixed sediment",27.16,"0.0","0.0","0.0","0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 1.1"
"Circalittoral coarse sediment",5.83,"0.0","0.0","0.0","0.0","   0.0","   0.0","<0.1","<0.1","<0.1"," 4.7"
"Infralittoral sand",2.36,"0.0","0.0","0.0","0.0","   0.0","   0.0","   0.0","   0.0","   0.0","35.8"
"Infralittoral coarse sediment",2.15,"0.0","0.0","0.0","0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 0.0"
"Circalittoral rock and biogenic reef",4.21,"0.0","0.0","0.0","0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 0.0"
"Infralittoral mud or Infralittoral sand",1.97,"0.0","0.0","0.0","0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 0.0"
"Infralittoral mixed sediment",5.51,"0.0","0.0","0.0","0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 0.0"
"Infralittoral mud",0.34,"0.0","0.0","0.0","0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 0.0"
"Offshore circalittoral coarse sediment",0.55,"0.0","0.0","0.0","0.0","   0.0","   0.0","   0.0","   0.0","   0.0","11.7"
"Infralittoral rock and biogenic reef",1.4,"0.0","0.0","0.0","0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 0.0"
"Offshore circalittoral rock and biogenic reef",0.14,"0.0","0.0","0.0","0.0","   0.0","   0.0","   0.0","   0.0","   0.0"," 0.0"
