"Effort reduction as a percentage","Average PD impact","Average L1 impact","Percentage area unfished","Percentage of total value","Percentage of total weight"
0,0,0.02,80.49,100,100
5,0,0.02,91.54,91.2,73.48
10,0,0.02,93.15,86.59,69.54
15,0,0.01,94.36,82.02,66
20,0,0.01,95.34,77.54,62.42
30,0,0.01,96.7,67.97,55.36
40,0,0.01,97.64,58.33,47.99
60,0,0,99,38.12,32.61
80,0,0,99.68,18.78,15.76
99,0,0,100,3.56,2.96
