"Indicators","values"
"1. Intensity",1.17122273165746
"2. Proportion of cells fished",0.614178595773688
"3. Proportion of area fished",0.355754096150788
"4. Aggregation of fishing pressure",0.259032038173142
"5. Persistently unfished areas",0.385821404226312
"6. Average impact",0.173248921532571
"7. Proportion of area with impact < 0.2",0.711656441717791
