"MSFD broad habitat type","Extent of habitat 1000 km2","X0.05","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X0.8","X0.9"
"Upper bathyal sediment",118.61,"0.0","   0.0","   0.0"," 0.0","<0.1","   5.2","10.1","19.8","34.5","59.8"
"Upper bathyal sediment or Upper bathyal rock and biogenic reef",41.65,"0.0","   0.0","   0.0"," 0.0","   0.0","<0.1"," 0.8"," 1.8"," 8.2","29.0"
"Offshore circalittoral mud",7.11,"0.0","<0.1","   0.2"," 1.2","   4.2","  10.1","19.7","33.8","51.0","71.1"
"Offshore circalittoral coarse sediment",2.1,"0.0","<0.1","<0.1"," 0.1","   0.4","   2.0","12.1","26.5","40.9","60.0"
"Offshore circalittoral rock and biogenic reef",0.16,"0.5","   1.0","   1.8"," 2.0","   4.2","   5.1"," 9.3","21.8","61.2","61.2"
"Offshore circalittoral sand",0.26,"0.4","   1.2","   3.1"," 4.2","   8.0","  14.6","29.1","43.1","67.0","88.3"
"Unknown",0.17,"6.1","  14.9","  17.6","18.3","  27.1","  46.0","50.8","65.7","72.0","89.2"
"Upper bathyal rock and biogenic reef",0.81,"0.0","   0.0","   0.0"," 0.0","   0.0","   0.0"," 0.0"," 0.0"," 0.9"," 6.4"
"Lower bathyal sediment",92.54,"0.0","   0.0","   0.0"," 0.0","   0.0","   0.0"," 0.0"," 0.0"," 0.0"," 0.0"
"Abyssal",138.2,"0.0","   0.0","   0.0"," 0.0","   0.0","   0.0"," 0.0"," 0.0"," 0.0"," 0.0"
"Lower bathyal sediment or Lower bathyal rock and biogenic reef",33.48,"0.0","   0.0","   0.0"," 0.0","   0.0","   0.0"," 0.0"," 0.0"," 0.0"," 0.0"
"Offshore circalittoral mixed sediment",0.97,"0.0","   0.0","   0.0"," 0.0","   0.0","   0.7"," 3.7","17.0","24.8","46.8"
"Lower bathyal rock and biogenic reef",0.5,"0.0","   0.0","   0.0"," 0.0","   0.0","   0.0"," 0.0"," 0.0"," 0.0"," 0.0"
