"Effort reduction as a percentage","Average PD impact","Average L1 impact","Percentage area unfished","Percentage of total value","Percentage of total weight"
0,0,0.01,96.71,100,100
5,0,0.01,98.16,95.16,95.27
10,0,0.01,98.48,91.73,91.64
15,0,0.01,98.66,87.98,87.58
20,0,0.01,98.91,81.77,80.7
30,0,0.01,99.16,71.03,69.71
40,0,0.01,99.34,65.25,63.16
60,0,0,99.77,44.57,41.81
80,0,0,99.91,22.14,18.95
99,0,0,100,14.85,13.25
