"MSFD broad habitat type","Extent of habitat 1000 km2","X0.05","X0.1","X0.2","X0.3","X0.4","X0.5","X0.6","X0.7","X0.8","X0.9"
"Infralittoral sand",7.37,"0.0","   0.0","   0.0","  0.0","  0.0","  0.2","  1.7","  5.4"," 15.7"," 44.8"
"Circalittoral mud",1.78,"0.0","<0.1","   1.6","  5.5"," 11.6"," 17.8"," 30.5"," 43.9"," 58.9"," 76.5"
"Circalittoral sand",1.94,"0.0","   0.0","   0.0","  0.2","  1.3","  5.1"," 12.6"," 23.7"," 38.0"," 60.5"
"Offshore circalittoral mud",0.21,"1.2","   2.8","   8.6"," 11.4"," 21.4"," 31.5"," 47.4"," 55.3"," 74.1"," 85.1"
"Infralittoral mixed sediment",2.95,"0.0","   0.0","   0.0","  0.0","  0.0","  0.0","  1.1","  3.9","  8.0"," 21.5"
"Infralittoral mud",1.05,"0.0","   0.0","   0.0","  0.0","  0.0","  0.0","  0.3","  2.5"," 12.7"," 36.2"
"Circalittoral mixed sediment",0.45,"0.0","   0.0","<0.1","  0.4","  0.9","  2.0","  6.3"," 14.2"," 27.2"," 56.3"
"Offshore circalittoral sand",0.21,"0.0","   0.0","<0.1","  0.3","  4.5","  8.8"," 18.3"," 39.8"," 53.6"," 67.0"
"Infralittoral coarse sediment",0.66,"0.0","   0.0","   0.0","  0.6","  2.5","  5.4","  8.3"," 17.2"," 36.2"," 63.2"
"Circalittoral coarse sediment",0.05,"0.0","<0.1","   2.2","  7.8"," 12.0"," 16.0"," 33.2"," 49.1"," 69.3"," 81.1"
"Offshore circalittoral mixed sediment",0.05,"0.0","   0.0","<0.1","  0.8","  0.8","  1.0","  1.6","  5.0"," 15.8"," 44.4"
"Offshore circalittoral coarse sediment",0,"6.2","  35.9"," 100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"Infralittoral rock and biogenic reef",0.02,"NaN","   NaN","   NaN","  NaN","  NaN","  NaN","  NaN","  NaN","  NaN","  NaN"
